INSTNM,CITY,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,NPT4_PUB,NPT4_PRIV,NPT4_PROG,NPT4_OTHER,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,NPT41_PROG,NPT42_PROG,NPT43_PROG,NPT44_PROG,NPT45_PROG,NPT41_OTHER,NPT42_OTHER,NPT43_OTHER,NPT44_OTHER,NPT45_OTHER,NPT4_048_PUB,NPT4_048_PRIV,NPT4_048_PROG,NPT4_048_OTHER,NPT4_3075_PUB,NPT4_3075_PRIV,NPT4_75UP_PUB,NPT4_75UP_PRIV,NPT4_3075_PROG,NPT4_3075_OTHER,NPT4_75UP_PROG,NPT4_75UP_OTHER,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,FEMALE,FIRST_GEN,FAMINC,MD_FAMINC
Medical Training College,Baton Rouge,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2848,0.6772,0.0253,0.0,0.0,0.0,0.0127,0.0,0.0,,,,,14682.0,,,,,,,,14160.0,14433.0,17589.0,19184.0,19184.0,,,,,,,,,,,,14204.0,,,,15335.0,,19184.0,,,,,,19184.0,,,14450.0,0.9093137255,0.5214899713,25272.041667,15138.5
Toni & Guy Hairdressing Academy-Plano,Plano,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6726,0.0088,0.177,0.0442,0.0088,0.0,0.0177,0.0088,0.0619,,,,,22376.0,,,,,,,,19880.0,20826.0,25553.0,23890.0,25031.0,,,,,,,,,,,,20209.0,,,,22402.0,,24561.0,,,,,,26242.0,,,16573.0,0.8604651163,0.4132492114,42795.334302,25327.5
University of Connecticut-Waterbury Campus,Waterbury,0.9791,500.0,630.0,490.0,600.0,450.0,540.0,565.0,555.0,495.0,,,,,,,,,23.0,20.0,24.0,,1110.0,1286.0,0.0301,0.0148,0.0022,0.0028,0.0554,0.0,0.0336,0.0,0.0231,0.1206,0.0,0.0092,0.027,0.0,0.019,0.0194,0.0,0.0944,0.0356,0.0,0.0155,0.0054,0.0013,0.0,0.0116,0.0,0.0739,0.0,0.0033,0.1214,0.0,0.0,0.0,0.0,0.0198,0.1158,0.1341,0.0107,0.4434,0.0892,0.277,0.1092,0.0027,0.0,0.0493,0.0226,0.0067,,,,9525.0,,,,5237.0,6337.0,8857.0,15761.0,17491.0,,,,,,,,,,,,,,,,5684.0,,,,7612.0,,16823.0,,,,,,20033.0,,16640.0,39308.0,,0.5309655084,0.2664932932,88097.121682,67737
University of Connecticut-Avery Point,Groton,0.9742,540.0,650.0,520.0,650.0,470.0,550.0,578.0,570.0,510.0,,,,,,,,,25.0,23.0,23.0,,1180.0,1286.0,0.0301,0.0148,0.0022,0.0028,0.0554,0.0,0.0336,0.0,0.0231,0.1206,0.0,0.0092,0.027,0.0,0.019,0.0194,0.0,0.0944,0.0356,0.0,0.0155,0.0054,0.0013,0.0,0.0116,0.0,0.0739,0.0,0.0033,0.1214,0.0,0.0,0.0,0.0,0.0198,0.1158,0.1341,0.0107,0.6146,0.0313,0.1813,0.0917,0.0,0.0,0.0604,0.0125,0.0083,,,,12479.0,,,,7609.0,7755.0,10908.0,17933.0,19912.0,,,,,,,,,,,,,,,,7678.0,,,,9171.0,,19180.0,,,,,,20905.0,,16640.0,39308.0,,0.5309655084,0.2664932932,88097.121682,67737
University of Connecticut-Stamford,Stamford,0.9218,510.0,620.0,480.0,620.0,450.0,550.0,585.0,565.0,500.0,18.0,27.0,17.0,24.0,16.0,26.0,,,25.0,23.0,22.0,,1116.0,1286.0,0.0301,0.0148,0.0022,0.0028,0.0554,0.0,0.0336,0.0,0.0231,0.1206,0.0,0.0092,0.027,0.0,0.019,0.0194,0.0,0.0944,0.0356,0.0,0.0155,0.0054,0.0013,0.0,0.0116,0.0,0.0739,0.0,0.0033,0.1214,0.0,0.0,0.0,0.0,0.0198,0.1158,0.1341,0.0107,0.305,0.1474,0.3406,0.1015,0.0,0.0009,0.0383,0.0503,0.016,,,,13933.0,,,,10078.0,9799.0,13352.0,19855.0,24090.0,,,,,,,,,,,,,,,,9973.0,,,,11428.0,,22317.0,,,,,,25463.0,,16650.0,39318.0,,0.5309655084,0.2664932932,88097.121682,67737
University of Management and Technology,Arlington,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0615,0.0,0.0,0.0,0.0123,0.0,0.0,0.0,0.0,0.0164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.8074,0.0,0.0538,0.0672,0.0242,0.0484,0.0,0.0027,0.0054,0.0,0.7984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9450.0,9450.0,,0.4776119403,0.52,47243.283582,38536
Baton Rouge Community College,Baton Rouge,,,,,,,,,,,,,,,,,,,,,,,,,0.0078,0.0,0.0,0.0,0.0,0.002,0.015,0.0098,0.0039,0.0078,0.0222,0.0,0.0327,0.0124,0.0,0.5898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0209,0.0,0.0,0.0,0.0327,0.0314,0.0,0.0196,0.0901,0.1019,0.0,0.3652,0.5181,0.0497,0.0159,0.0022,0.0058,0.0221,0.0138,0.0072,,,,9646.0,,,,8742.0,8461.0,10644.0,13471.0,13905.0,,,,,,,,,,,,,,,,8680.0,,,,9354.0,,13718.0,,,,,,15429.0,,4221.0,4221.0,,0.6278323263,0.4828714816,29929.262085,19367
IYRS School of Technology & Trades,Newport,0.9167,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7576,0.1364,0.0,0.0,0.0,0.0,0.0,0.8916,0.0,0.0361,0.0241,0.0,0.0,0.0361,0.0,0.012,,,,,18555.0,,,,,,,,18555.0,,,,,,,,,,,,,,,,18555.0,,,,,,,,,,,,32234.0,,,22590.0,PS,PS,51603.493333,21657
Midwest Technical Institute-Illinois,Springfield,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.0,0.0,0.2174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2066,0.0,0.0,0.5653,0.0,0.0,0.5875,0.2708,0.0839,0.0144,0.0027,0.0,0.0235,0.0009,0.0162,,,,,23672.0,,,,,,,,22490.0,23193.0,27320.0,29592.0,29992.0,,,,,,,,,,,,22643.0,,,,24279.0,,29692.0,,,,,,29992.0,,,15721.0,0.5048013557,0.5129990715,23985.576728,16417
Advanced Barber College and Hair Design,Weslaco,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2388,0.0149,0.6791,0.0075,0.0,0.0,0.0,0.0,0.0597,,,,,21605.0,,,,,,,,21605.0,,,,,,,,,,,,,,,,21605.0,,,,,,,,,,,,26642.0,,,8230.0,0.3269961977,0.7135135135,13120.007605,12439
The College of Health Care Professions-Austin,Austin,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1836,0.1492,0.5796,0.0115,0.0057,0.0029,0.0287,0.0,0.0387,,,,,29122.0,,,,,,,,29075.0,28284.0,30192.0,32863.0,26736.0,,,,,,,,,,,,29011.0,,,,28993.0,,31842.0,,,,,,33631.0,,,16850.0,0.8371777476,0.6066790353,24041.462687,18699
New Community Career & Technical Institute,Newark,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0645,0.129,0.0,0.0,0.0,0.6774,0.0,0.0,0.0455,0.6818,0.2273,0.0,0.0,0.0,0.0,0.0,0.0455,,,,,6958.0,,,,,,,,6958.0,,,,,,,,,,,,,,,,6958.0,,,,,,,,,,,,11298.0,,,8610.0,,,,
Chicago School of Professional Psychology-College of Nursing,Richardson,0.2717,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1077,0.6769,0.0769,0.0154,0.0,0.0,0.0308,0.0154,0.0769,,,,,29473.0,,,,,,,,29341.0,29289.0,30373.0,30224.0,,,,,,,,,,,,,29332.0,,,,29696.0,,30224.0,,,,,,31930.0,,,28762.0,0.8325123153,0.4642857143,31396.256158,18495
Professional Golfers Career College,Temecula,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0222,0.0333,0.0,0.0,0.0222,0.0,0.0444,0.2111,,,,,31143.0,,,,,,,,29545.0,31522.0,,32384.0,32708.0,,,,,,,,,,,,30287.0,,,,31522.0,,32514.0,,,,,32708.0,,17910.0,17910.0,,PS,PS,63830.041096,40260
Chester Career College,CHESTER,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.7857,0.0571,0.0071,0.0,0.0,0.0,0.0,0.0,,,,,27543.0,,,,,,,,26650.0,,28147.0,32592.0,,,,,,,,,,,,,26650.0,,,,28147.0,,32592.0,,,,,,32592.0,,,32585.0,PS,0.449704142,18675.959016,14342
Milan Institute-San Antonio Ingram,San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0828,0.0,0.0,0.1012,0.081,0.7287,0.004,0.0,0.0,0.0607,0.0,0.0243,,,,,24918.0,,,,,,,,24391.0,24611.0,26021.0,28884.0,29145.0,,,,,,,,,,,,24419.0,,,,25109.0,,29000.0,,,,,,29145.0,,,16366.0,0.8626827718,0.598810613,20196.087413,12561
Rudae's School of Beauty Culture-Ft Wayne,Fort Wayne,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6522,0.2,0.0783,0.0174,0.0,0.0,0.0522,0.0,0.0,,,,,22189.0,,,,,,,,21256.0,21537.0,27857.0,26212.0,,,,,,,,,,,,,21307.0,,,,23644.0,,26212.0,,,,,,27857.0,,,15630.0,PS,0.3802083333,36049.064516,23849
Carrington College-San Jose,San Jose,,,,,,,,,,,,,,,,,,,,,,,,,0.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9465,0.0,0.0,0.0867,0.0254,0.6786,0.1046,0.0,0.0045,0.003,0.0314,0.0658,,,,,30797.0,,,,,,,,29941.0,29594.0,32355.0,34087.0,34735.0,,,,,,,,,,,,29820.0,,,,30555.0,,34492.0,,,,,,34735.0,,,19958.0,0.8729805014,0.5516005733,28706.260353,18013
Brookline College-Tucson,Tucson,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9273,0.0364,0.0,0.1957,0.1565,0.5217,0.013,0.0304,0.0087,0.0174,0.0,0.0565,,,,,22656.0,,,,,,,,22656.0,,,,,,,,,,,,,,,,22656.0,,,,,,,,,,,,27656.0,,,31150.0,0.7960954447,0.5590327169,21243.80658,15003.5
Miller-Motte College-McCann-Lewisburg,Lewisburg,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8602,0.1183,0.0,0.7431,0.1111,0.0903,0.0,0.0,0.0,0.0417,0.0,0.0139,,,,,23392.0,,,,,,,,22808.0,24569.0,24844.0,,,,,,,,,,,,,,23128.0,,,,24706.0,,,,,,,,27754.0,,,21040.0,0.5105920695,0.5862318841,22994.267789,16310
Carrington College-Pleasant Hill Campus,Pleasant Hill,,,,,,,,,,,,,,,,,,,,,,,,,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,0.0,0.0,0.1309,0.1266,0.4464,0.1481,0.0043,0.0086,0.0451,0.0129,0.0773,,,,,29716.0,,,,,,,,29091.0,29288.0,31457.0,32836.0,33284.0,,,,,,,,,,,,29142.0,,,,30047.0,,33015.0,,,,,,33284.0,,,19958.0,0.8729805014,0.5516005733,28706.260353,18013
Cortiva Institute,Maitland,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1988,0.0,0.0,0.2042,0.3292,0.3875,0.025,0.0,0.0042,0.0333,0.0,0.0167,,,,,28278.0,,,,,,,,28223.0,27340.0,26250.0,31403.0,,,,,,,,,,,,,28051.0,,,,27231.0,,31403.0,,,,,,31984.0,,,15616.0,0.8195488722,0.4219512195,25514.401838,17597
Modern Hairstyling Institute-Carolina,Carolina,0.8571,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,5063.0,,,,,,,,4846.0,5246.0,7946.0,,,,,,,,,,,,,,4887.0,,,,6258.0,,,,,,,,12446.0,,,9000.0,0.6198347107,0.5217391304,9052.968595,0
Universal Technical Institute of California Inc,Rancho Cucamonga,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8219,0.1781,0.0,0.0,0.0,0.0,0.0,0.1313,0.035,0.6617,0.0293,0.0029,0.0036,0.1085,0.0014,0.0264,,,,,24856.0,,,,,,,,23360.0,24015.0,26022.0,28784.0,28434.0,,,,,,,,,,,,23543.0,,,,24811.0,,28667.0,,,,,,29651.0,,,40700.0,0.0376457524,0.5486053576,42458.6794,28618
American InterContinental University-Atlanta,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2453,0.0,0.0,0.0,0.0,0.0,0.0,0.1056,0.0652,0.5342,0.0,0.0835,0.4718,0.0021,0.0021,0.0021,0.0,0.0313,0.0,0.4071,,,,,15702.0,,,,,,,,15309.0,16322.0,18636.0,,22061.0,,,,,,,,,,,,15426.0,,,,16900.0,,22061.0,,,,,22061.0,,13267.0,13267.0,,0.6963450033,0.5548700548,17387.876251,12480
The Academy of Hair Design Six,Hattiesburg,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.8537,0.0244,0.0,0.0,0.0,0.0,0.0,0.0,,,,,16440.0,,,,,,,,16440.0,,,,,,,,,,,,,,,,16440.0,,,,,,,,,,,,22935.0,,,18000.0,PS,PS,18880.268293,13558
Eastern West Virginia Community and Technical College,Moorefield,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0213,0.0,0.0,0.0,0.0,0.0213,0.0,0.0,0.0,0.0638,0.0,0.0319,0.0,0.0,0.3936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106,0.0,0.0,0.0,0.0,0.0,0.0532,0.0,0.0,0.0,0.2766,0.1277,0.0,0.9397,0.0101,0.0,0.0,0.0101,0.0,0.0402,0.0,0.0,,,,6765.0,,,,6137.0,6627.0,7916.0,,,,,,,,,,,,,,,,,,6223.0,,,,7565.0,,,,,,,,13248.0,,3960.0,8640.0,,0.6996047431,0.6338028169,26248.928854,20405
Aviation Institute of Maintenance-Indianapolis,Indianapolis,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5577,0.2115,0.1026,0.0449,0.0,0.0064,0.0769,0.0,0.0,,,,,22331.0,,,,,,,,20016.0,24104.0,22171.0,26911.0,,,,,,,,,,,,,21768.0,,,,23000.0,,26911.0,,,,,26911.0,,16757.0,16757.0,,0.0731707317,0.5535714286,28731.96748,21440.5
IVAEM College,Caguas,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8533.0,,,,,,,,8583.0,7580.0,,,,,,,,,,,,,,,8533.0,,,,7580.0,,,,,,,,14097.0,,,10800.0,0.6344086022,0.5459770115,7217.2150538,0
Midwest College of Oriental Medicine-Skokie,Skokie,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PS,PS,45490.304348,30309
Carrington College-Spokane,Spokane,,,,,,,,,,,,,,,,,,,,,,,,,0.1394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8606,0.0,0.0,0.547,0.0436,0.1946,0.0201,0.0336,0.0168,0.0403,0.0034,0.1007,,,,,33911.0,,,,,,,,33225.0,32975.0,34704.0,36217.0,36649.0,,,,,,,,,,,,33164.0,,,,33732.0,,36361.0,,,,,,36649.0,,,19958.0,0.8620988725,0.4728601253,25558.435386,17275
Cascadia College,Bothell,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.011,0.0,0.0,0.0,0.0,0.1801,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.568,0.0,0.0533,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1268,0.0,0.442,0.0461,0.1424,0.1728,0.0016,0.0033,0.1095,0.0601,0.0222,,,,8893.0,,,,6558.0,9353.0,11048.0,11341.0,15893.0,,,,,,,,,,,,,,,,7490.0,,,,10342.0,,12858.0,,,,,,15893.0,,4678.0,10426.0,,0.5022026432,0.3829431438,37109.127753,24826
CBD College,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1763,0.0873,0.3723,0.2026,0.0058,0.0148,0.0,0.0,0.1409,,,,,20182.0,,,,,,,,19932.0,21805.0,,,,,,,,,,,,,,,20182.0,,,,21805.0,,,,,,,,22242.0,,,48728.0,0.7144790257,0.4343257443,30944.477673,18466
East West College of Natural Medicine,Sarasota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PS,PS,42987.518519,19291
Atlantic Institute of Oriental Medicine,Fort Lauderdale,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PS,PS,8374.8461538,3704
MDT College of Health Sciences,Chicago,0.8378,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0093,0.9352,0.0278,0.0123,0.0,0.0,0.0154,0.0,0.0,,,,,24203.0,,,,,,,,24203.0,,,,,,,,,,,,,,,,24203.0,,,,,,,,,,,29246.0,,20230.0,20230.0,,0.8697123519,0.5334987593,15579.954315,14054
Bennett Career Institute,Washington,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.9805,0.0098,0.0,0.0,0.0,0.0,0.0,0.0,,,,,11064.0,,,,,,,,10938.0,11175.0,11344.0,,,,,,,,,,,,,,11033.0,,,,11212.0,,,,,,,,14464.0,,,19050.0,0.7341772152,0.5561797753,17539.751055,9059
Blue Cliff College-Lafayette,Lafayette,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1005,0.0,0.0,0.0,0.2965,0.0,0.0,0.1755,0.7918,0.0041,0.0122,0.0163,0.0,0.0,0.0,0.0,,,,,21026.0,,,,,,,,21026.0,,,,,,,,,,,,,,,,21026.0,,,,,,,,,,,,25641.0,,,24805.0,0.869015544,0.6370225815,14968.348601,11179
